,"('S', ('VP', 'NP'))","('S', ('NP', 'VP'))","('S', ('NP', 'S'))","('S', ('VP',))","('S', ('S', 'NP'))","('VP', ('VP', 'NP'))","('VP', ('NP', 'VP'))","('VP', ('V', 'NP'))","('VP', ('V',))","('VP', ('NP', 'V'))","('NP', ('NP', 'NP'))","('NP', 'np')","('V', 'v')"
87,0.01818181818181818,0.7454545454545455,0.0,0.14545454545454545,0.09090909090909091,0.03508771929824561,0.08771929824561403,0.21052631578947367,0.631578947368421,0.03508771929824561,0.014285714285714285,0.9857142857142858,1.0
88,0.034482758620689655,0.6379310344827587,0.06896551724137931,0.1896551724137931,0.06896551724137931,0.018867924528301886,0.03773584905660377,0.24528301886792453,0.6226415094339622,0.07547169811320754,0.028169014084507043,0.971830985915493,1.0
89,0.03508771929824561,0.6842105263157895,0.07017543859649122,0.15789473684210525,0.05263157894736842,0.07142857142857142,0.03571428571428571,0.19642857142857142,0.625,0.07142857142857142,0.0,1.0,1.0
90,0.0,0.5806451612903226,0.16129032258064516,0.22580645161290322,0.03225806451612903,0.0196078431372549,0.0,0.3137254901960784,0.6078431372549019,0.058823529411764705,0.014285714285714285,0.9857142857142858,1.0
91,0.015384615384615385,0.5846153846153846,0.1076923076923077,0.16923076923076924,0.12307692307692308,0.07407407407407407,0.0,0.12962962962962962,0.7777777777777778,0.018518518518518517,0.041666666666666664,0.9583333333333334,1.0
92,0.0,0.6666666666666666,0.10526315789473684,0.21052631578947367,0.017543859649122806,0.13793103448275862,0.0,0.1724137931034483,0.6551724137931034,0.034482758620689655,0.0547945205479452,0.9452054794520548,1.0
93,0.07547169811320754,0.7358490566037735,0.0,0.1320754716981132,0.05660377358490566,0.06557377049180328,0.11475409836065574,0.13114754098360656,0.6557377049180327,0.03278688524590164,0.028169014084507043,0.971830985915493,1.0
94,0.03636363636363636,0.7272727272727273,0.0,0.14545454545454545,0.09090909090909091,0.019230769230769232,0.019230769230769232,0.23076923076923078,0.6923076923076923,0.038461538461538464,0.08,0.92,1.0
95,0.015873015873015872,0.6190476190476191,0.09523809523809523,0.15873015873015872,0.1111111111111111,0.0,0.0,0.2,0.78,0.02,0.06756756756756757,0.9324324324324325,1.0
96,0.030303030303030304,0.6212121212121212,0.10606060606060606,0.10606060606060606,0.13636363636363635,0.0196078431372549,0.0,0.09803921568627451,0.8823529411764706,0.0,0.0547945205479452,0.9452054794520548,1.0
